South Carolina Metropolitan Area,82155.02
Wisconsin,82500.00
Greater McAllen Area,60000.00
New York City Metropolitan Area,106076.32
Visalia-Hanford Area,82500.00
North Carolina Area,82500.00
Kansas City Metropolitan Area,83920.31
Blacksburg-Christiansburg-Radford Area,40560.00
South Carolina Area,89095.20
MN,82525.34
Cape Coral Metropolitan Area,106875.00
United States,95565.68
Quad Cities Metropolitan Area,82500.00
Rocky Mount-Wilson Area,93033.33
Virginia,80333.75
Ohio,89647.37
Louisville Metropolitan Area,86143.87
South Africa,82500.00
MI Area,88750.00
College Station-Bryan Area,87142.86
DE,84203.33
Greater Sioux Falls Area,79613.33
San Francisco Bay Area,119269.81
Texas,80640.25
Delaware,105250.00
Greater Tucson Area,101072.00
Omaha Metropolitan Area,79108.87
